fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,pH,sulphates,wine type
12.5,0.46,2,0.071,15,2.99,0.87,red
8.3,0.26,2,0.08,27,3.21,0.8,red
8.3,0.26,2,0.08,27,3.21,0.8,red
8.3,0.26,2,0.08,27,3.21,0.8,red
7.8,0.54,2,0.088,48,3.41,0.74,red
9.5,0.37,2,0.082,26,3.18,0.51,red
8.4,0.665,2,0.112,95,3.16,0.54,red
11.9,0.38,2,0.121,20,3.24,0.76,red
7.7,0.96,2,0.047,60,3.36,0.44,red
7.7,0.96,2,0.047,60,3.36,0.44,red
8,0.67,2,0.06,62,3.26,0.56,red
8.6,0.53,2,0.1,27,3.2,0.56,red
10.3,0.5,2,0.069,51,3.16,0.72,red
9.3,0.27,2,0.091,16,3.28,0.7,red
7.6,0.41,2,0.088,43,3.48,0.64,red
7.5,0.55,2,0.078,28,3.45,0.78,red
5,0.42,2,0.06,50,3.72,0.74,red
12.4,0.4,2,0.059,24,3.04,0.6,red
12.1,0.4,2,0.092,54,3.03,0.66,red
9.4,0.59,2,0.084,48,3.14,0.56,red
11.3,0.34,2,0.082,15,2.94,0.66,red
11.3,0.34,2,0.082,15,2.94,0.66,red
9.8,1.24,2,0.079,151,3.15,0.53,red
8.6,0.49,2,0.422,62,3.03,1.17,red
7,0.78,2,0.093,19,3.4,0.47,red
8.4,0.56,2,0.082,22,3.22,0.44,red
8.4,0.56,2,0.082,22,3.22,0.44,red
7.7,0.56,2,0.075,39,3.48,0.62,red
6.3,0.98,2,0.057,33,3.6,0.46,red
9.3,0.655,2,0.096,35,3.25,0.42,red
9.3,0.655,2,0.096,35,3.25,0.42,red
7,0.57,2,0.19,45,3.31,0.6,red
8.4,0.25,2,0.041,10,3.27,0.71,red
6.7,0.54,2,0.076,36,3.61,0.64,red
6.7,0.54,2,0.076,36,3.61,0.64,red
7.1,0.685,2,0.088,92,3.28,0.62,red
5.8,1.01,2,0.039,88,3.66,0.6,red
6.9,0.51,2,0.072,22,3.4,0.84,red
7.6,0.63,2,0.08,43,3.44,0.64,red
7.3,0.35,2,0.067,48,3.43,0.54,red
7.2,0.34,2,0.071,52,3.44,0.58,red
7.4,0.61,2,0.074,38,3.48,0.65,red
7.4,0.61,2,0.074,38,3.48,0.65,red
10.2,0.44,2,0.071,20,3.14,0.79,red
9.5,0.37,2,0.088,51,3.29,0.58,red
8,0.59,2,0.089,32,3.36,0.61,red
8.8,0.27,2,0.1,27,3.15,0.69,red
7.4,0.58,2,0.064,11,3.45,0.58,red
7.1,0.34,2,0.082,68,3.45,0.48,red
6.5,0.4,2,0.076,47,3.36,0.48,red
7.1,0.34,2,0.082,68,3.45,0.48,red
7.7,0.6,2,0.079,41,3.39,0.62,red
9.1,0.3,2,0.064,25,3.26,0.84,red
8.9,0.32,2,0.088,19,3.17,0.55,red
8,0.58,2,0.12,7,3.22,0.58,red
8.2,0.64,2,0.095,77,3.13,0.62,red
8.2,0.64,2,0.095,77,3.13,0.62,red
8.2,0.74,2,0.067,10,3.28,0.57,red
9.1,0.25,2,0.071,67,3.44,0.86,red
9.9,0.32,2,0.073,8,3.15,0.73,red
7.9,0.34,2,0.086,19,3.35,0.6,red
7,0.54,2,0.081,16,3.43,0.59,red
9.1,0.3,2,0.068,24,3.27,0.85,red
5.4,0.42,2,0.092,55,3.78,0.64,red
10.4,0.52,2,0.08,13,3.22,0.76,red
10.4,0.52,2,0.08,13,3.22,0.76,red
8.2,0.51,2,0.079,86,3.34,0.64,red
7.8,0.39,2,0.086,21,3.39,0.66,red
10,0.35,2,0.061,11,3.23,0.52,red
9.9,0.54,2,0.111,60,2.94,0.98,red
7,0.43,2,0.085,39,3.33,0.46,red
7,0.43,2,0.085,39,3.33,0.46,red
7.7,0.26,2,0.052,77,3.15,0.79,red
6.2,0.39,2,0.071,24,3.45,0.87,red
7.9,0.57,2,0.079,79,3.29,0.69,red
9,0.58,2,0.104,21,3.27,0.72,red
9,0.4,2,0.058,40,3.22,0.6,red
6.3,1.02,2,0.083,24,3.59,0.55,red
6.9,0.41,2,0.079,51,3.47,0.55,red
7.5,0.58,2,0.073,44,3.1,0.43,red
7.9,0.765,2,0.084,22,3.33,0.68,red
6.7,0.86,2,0.1,57,3.6,0.74,red
7.5,0.63,2,0.083,91,3.26,0.58,red
7.5,0.63,2,0.083,91,3.26,0.58,red
7.2,0.835,2,0.166,11,3.39,0.52,red
9,0.6,2,0.069,73,3.34,0.57,red
8,0.83,2,0.08,63,3.29,0.48,red
7.2,0.56,2,0.083,100,3.26,0.52,red
7.2,0.45,2,0.078,28,3.29,0.51,red
8,0.52,2,0.078,59,3.3,0.48,red
7.3,0.59,2,0.08,104,3.28,0.52,red
7.6,0.3,2,0.052,24,3.44,0.82,red
7.7,0.28,2,0.062,34,3.28,0.9,red
9.9,0.57,2,0.104,89,3.04,0.9,red
7.2,0.37,2,0.062,28,3.23,0.73,red
7.2,0.38,2,0.056,29,3.23,0.76,red
7.2,0.37,2,0.062,28,3.23,0.73,red
6.6,0.58,2,0.062,53,3.35,0.76,red
6.8,0.91,2,0.06,11,3.53,0.64,red
6.8,0.81,2,0.07,14,3.51,0.66,red
6.5,0.53,2,0.063,44,3.38,0.83,red
6.5,0.53,2,0.063,44,3.38,0.83,red
6.8,0.48,2,0.076,61,3.34,0.6,red
6,0.42,2,0.075,47,3.39,0.78,red
7.2,0.53,2,0.058,22,3.21,0.68,red
7,0.57,2,0.072,26,3.36,0.61,red
11.2,0.4,2,0.099,50,3.1,0.58,red
7.8,0.6,2,0.08,131,3.21,0.52,red
7.8,0.6,2,0.08,131,3.21,0.52,red
7.8,0.6,2,0.08,131,3.21,0.52,red
7.2,0.695,2,0.076,20,3.29,0.54,red
7.2,0.695,2,0.076,20,3.29,0.54,red
7.2,0.695,2,0.076,20,3.29,0.54,red
7.2,0.695,2,0.076,20,3.29,0.54,red
6.2,0.6,2,0.09,44,3.45,0.58,red
5.9,0.645,2,0.075,44,3.57,0.71,red
9.1,0.29,2.05,0.063,27,3.26,0.84,red
9.1,0.29,2.05,0.063,27,3.26,0.84,red
8.1,0.38,2.1,0.066,30,3.23,0.73,red
4.6,0.52,2.1,0.054,65,3.9,0.56,red
6.6,0.5,2.1,0.068,14,3.39,0.64,red
7.7,0.67,2.1,0.088,96,3.32,0.48,red
8.3,0.675,2.1,0.084,43,3.31,0.53,red
9.3,0.39,2.1,0.107,125,3.14,1.22,red
8.3,0.61,2.1,0.084,50,3.4,0.61,red
8.1,0.575,2.1,0.077,65,3.29,0.51,red
8.1,0.575,2.1,0.077,65,3.29,0.51,red
7.8,0.56,2.1,0.081,105,3.33,0.54,red
7.3,0.33,2.1,0.077,11,3.33,0.53,red
6.8,0.64,2.1,0.085,101,3.34,0.52,red
6.8,0.63,2.1,0.089,44,3.47,0.55,red
6.9,1.09,2.1,0.061,31,3.51,0.43,red
8.8,0.37,2.1,0.097,145,3.04,1.03,red
11,0.3,2.1,0.054,19,3.31,0.88,red
11.6,0.44,2.1,0.059,15,3.21,0.67,red
12,0.38,2.1,0.093,24,3.14,0.71,red
6.6,0.695,2.1,0.075,56,3.49,0.67,red
6.9,0.67,2.1,0.08,33,3.68,0.71,red
8.4,0.65,2.1,0.112,90,3.2,0.52,red
8.4,0.56,2.1,0.105,44,3.13,0.52,red
7.7,0.51,2.1,0.087,54,3.42,0.74,red
10.5,0.24,2.1,0.066,24,3.15,0.9,red
6.4,0.67,2.1,0.045,48,3.49,0.49,red
10.5,0.24,2.1,0.066,24,3.15,0.9,red
9.5,0.735,2.1,0.079,31,3.23,0.56,red
9.3,0.48,2.1,0.127,16,3.22,0.72,red
11.5,0.315,2.1,0.084,15,2.98,0.7,red
11.4,0.36,2.1,0.09,21,3.17,0.62,red
9.9,0.35,2.1,0.062,14,3.26,0.79,red
10.7,0.4,2.1,0.125,49,3.03,0.81,red
10.4,0.61,2.1,0.2,16,3.16,0.63,red
9.1,0.22,2.1,0.078,28,3.41,0.87,red
10.3,0.27,2.1,0.072,33,3.22,0.66,red
9.1,0.22,2.1,0.078,28,3.41,0.87,red
8.1,0.825,2.1,0.084,13,3.37,0.77,red
9.3,0.715,2.1,0.07,20,3.12,0.59,red
6.8,0.51,2.1,0.074,25,3.33,0.56,red
10.5,0.59,2.1,0.07,47,3.3,0.56,red
8.5,0.585,2.1,0.078,30,3.2,0.48,red
8.2,0.915,2.1,0.088,23,3.26,0.47,red
7,0.65,2.1,0.066,25,3.47,0.67,red
7,0.65,2.1,0.066,25,3.47,0.67,red
11.8,0.38,2.1,0.071,19,3.11,0.62,red
7,0.65,2.1,0.066,25,3.47,0.67,red
7,0.64,2.1,0.067,23,3.47,0.67,red
7.3,0.835,2.1,0.092,19,3.39,0.47,red
7.7,0.965,2.1,0.112,22,3.26,0.5,red
7.7,0.965,2.1,0.112,22,3.26,0.5,red
7.3,0.51,2.1,0.07,28,3.52,0.73,red
7.2,0.5,2.1,0.071,31,3.52,0.72,red
7.3,0.51,2.1,0.07,28,3.52,0.73,red
6.9,0.39,2.1,0.102,7,3.44,0.58,red
4.9,0.42,2.1,0.048,42,3.71,0.74,red
5.9,0.61,2.1,0.071,24,3.56,0.77,red
5.9,0.61,2.1,0.071,24,3.56,0.77,red
7.7,0.715,2.1,0.064,43,3.41,0.57,red
10.4,0.38,2.1,0.104,10,3.12,0.65,red
7.7,0.715,2.1,0.064,43,3.41,0.57,red
7.6,0.715,2.1,0.068,35,3.48,0.65,red
8.3,0.28,2.1,0.093,12,3.26,0.62,red
8.3,0.28,2.1,0.093,12,3.26,0.62,red
10.2,0.34,2.1,0.052,9,3.2,0.69,red
9,0.36,2.1,0.111,10,3.31,0.62,red
6.6,0.57,2.1,0.115,16,3.38,0.69,red
8.5,0.66,2.1,0.097,113,3.13,0.48,red
7.2,0.41,2.1,0.083,72,3.44,0.52,red
7.2,0.41,2.1,0.083,72,3.44,0.52,red
7.3,0.52,2.1,0.07,70,3.34,0.82,red
7.7,1.005,2.1,0.102,32,3.23,0.48,red
7,0.51,2.1,0.062,9,3.35,0.54,red
7.1,0.59,2.1,0.091,14,3.42,0.55,red
8,0.31,2.1,0.216,16,3.15,0.81,red
8.4,0.34,2.1,0.072,36,3.11,0.78,red
7.4,0.49,2.1,0.071,25,3.35,0.63,red
7.4,0.49,2.1,0.071,25,3.35,0.63,red
6.3,0.57,2.1,0.048,49,3.41,0.6,red
10.8,0.47,2.1,0.171,66,3.17,0.76,red
7.1,0.39,2.1,0.065,24,3.3,0.53,red
9.6,0.42,2.1,0.083,38,3.23,0.66,red
5.1,0.51,2.1,0.042,101,3.46,0.87,red
9.7,0.42,2.1,0.074,16,3.27,0.74,red
5.6,0.915,2.1,0.041,78,3.68,0.73,red
6.7,0.64,2.1,0.08,119,3.36,0.7,red
6.7,0.64,2.1,0.08,119,3.36,0.7,red
7.2,0.36,2.1,0.074,44,3.4,0.85,red
7.2,0.36,2.1,0.074,44,3.4,0.85,red
7.2,0.36,2.1,0.074,44,3.4,0.85,red
7.2,0.36,2.1,0.074,44,3.4,0.85,red
6.8,0.65,2.1,0.078,15,3.35,0.62,red
6.6,0.44,2.1,0.076,53,3.32,0.62,red
6.8,0.65,2.1,0.078,15,3.35,0.62,red
8.8,0.27,2.1,0.095,29,3.26,0.56,red
7.6,0.43,2.1,0.075,66,3.4,0.64,red
7.6,0.43,2.1,0.075,66,3.4,0.64,red
7.8,0.58,2.1,0.102,36,3.24,0.53,red
8.2,0.635,2.1,0.073,60,3.29,0.75,red
8.2,0.635,2.1,0.073,60,3.29,0.75,red
7.2,0.53,2.1,0.064,29,3.35,0.61,red
7.6,1.58,2.1,0.137,9,3.5,0.4,red
9.1,0.37,2.1,0.064,15,3.3,0.8,red
7.4,0.6,2.1,0.083,91,3.29,0.56,red
7.4,0.6,2.1,0.083,91,3.29,0.56,red
6.1,0.59,2.1,0.056,13,3.52,0.56,red
8,0.77,2.1,0.079,74,3.27,0.5,red
8,0.6,2.1,0.08,105,3.3,0.49,red
8,0.6,2.1,0.08,105,3.3,0.49,red
7.9,0.69,2.1,0.08,141,3.25,0.51,red
7.9,0.69,2.1,0.08,141,3.25,0.51,red
6,0.51,2.1,0.064,54,3.54,0.93,red
6,0.51,2.1,0.064,54,3.54,0.93,red
7,0.54,2.1,0.079,55,3.39,0.84,red
7.6,0.43,2.1,0.069,74,3.26,0.54,red
6.2,0.785,2.1,0.06,13,3.59,0.61,red
7.3,0.48,2.1,0.062,54,3.3,0.65,red
7.3,0.48,2.1,0.062,54,3.3,0.65,red
7.3,0.98,2.1,0.061,49,3.31,0.55,red
7.2,0.58,2.1,0.114,9,3.33,0.57,red
7,0.655,2.1,0.074,25,3.37,0.55,red
6.8,0.68,2.1,0.07,23,3.38,0.6,red
6.2,0.57,2.1,0.048,11,3.44,0.76,red
7.1,0.27,2.1,0.074,25,3.38,0.72,red
7.1,0.69,2.1,0.068,27,3.44,0.67,red
6.7,0.48,2.1,0.064,34,3.33,0.64,red
7.1,0.69,2.1,0.063,52,3.42,0.6,red
6.7,0.16,2.1,0.059,52,3.34,0.71,red
6.2,0.46,2.1,0.074,98,3.33,0.62,red
11.9,0.4,2.15,0.068,27,3.06,0.68,red
5.2,0.645,2.15,0.08,28,3.78,0.61,red
8.1,0.66,2.2,0.069,23,3.3,1.2,red
7.7,0.935,2.2,0.114,114,3.25,0.73,red
6.6,0.52,2.2,0.069,15,3.4,0.63,red
8.8,0.4,2.2,0.079,52,3.44,0.64,red
8.8,0.41,2.2,0.093,42,3.54,0.66,red
8.8,0.41,2.2,0.093,42,3.54,0.66,red
6.9,0.55,2.2,0.076,40,3.41,0.59,red
7.2,0.49,2.2,0.07,36,3.33,0.48,red
8.4,0.62,2.2,0.084,108,3.15,0.66,red
8.4,0.6,2.2,0.085,111,3.15,0.66,red
9.4,0.4,2.2,0.09,62,3.07,0.63,red
8.8,0.55,2.2,0.119,56,3.21,0.6,red
8.8,0.55,2.2,0.119,56,3.21,0.6,red
7.9,1.04,2.2,0.084,29,3.22,0.55,red
7.1,0.68,2.2,0.073,22,3.48,0.5,red
7.6,0.55,2.2,0.071,28,3.28,0.55,red
7.6,0.55,2.2,0.071,28,3.28,0.55,red
8.2,0.57,2.2,0.06,65,3.3,0.43,red
8.1,0.725,2.2,0.072,41,3.36,0.55,red
15,0.21,2.2,0.075,24,3.07,0.84,red
15,0.21,2.2,0.075,24,3.07,0.84,red
9.4,0.34,2.2,0.075,13,3.22,0.62,red
7.6,0.62,2.2,0.082,54,3.36,0.52,red
7.4,0.55,2.2,0.106,72,3.05,0.63,red
10.6,0.48,2.2,0.111,20,3.26,0.66,red
7.8,0.55,2.2,0.074,66,3.25,0.56,red
12.6,0.31,2.2,0.072,29,2.88,0.82,red
11.6,0.58,2.2,0.074,47,3.25,0.57,red
8.1,0.66,2.2,0.098,129,3.08,0.53,red
9.6,0.68,2.2,0.087,28,3.14,0.6,red
9.6,0.68,2.2,0.087,28,3.14,0.6,red
10.6,0.36,2.2,0.152,18,3.04,1.05,red
10.6,0.36,2.2,0.152,18,3.04,1.06,red
10,0.59,2.2,0.09,62,3.18,0.63,red
10,0.59,2.2,0.09,62,3.18,0.63,red
6.2,0.36,2.2,0.095,42,3.57,0.57,red
6.2,0.36,2.2,0.095,42,3.57,0.57,red
10.6,0.31,2.2,0.063,40,3.14,0.51,red
12.3,0.5,2.2,0.089,14,3.19,0.44,red
12.3,0.5,2.2,0.089,14,3.19,0.44,red
11.7,0.49,2.2,0.083,15,3.19,0.43,red
13.2,0.46,2.2,0.071,35,3.1,0.56,red
13.2,0.46,2.2,0.071,35,3.1,0.56,red
9.2,0.755,2.2,0.148,103,2.87,1.36,red
11.5,0.31,2.2,0.079,28,3.03,0.93,red
8.8,0.6,2.2,0.098,15,3.36,0.49,red
8.8,0.6,2.2,0.098,15,3.36,0.49,red
7.7,0.915,2.2,0.143,23,3.35,0.65,red
8.3,0.845,2.2,0.07,14,3.32,0.58,red
10.7,0.43,2.2,0.106,32,2.89,0.5,red
10.7,0.43,2.2,0.106,32,2.89,0.5,red
10.8,0.4,2.2,0.084,17,3.08,0.67,red
9.3,0.41,2.2,0.064,31,3.26,0.65,red
10.8,0.4,2.2,0.084,17,3.08,0.67,red
8,0.45,2.2,0.094,29,3.21,0.49,red
7.1,0.31,2.2,0.053,127,2.94,1.62,red
8.1,0.87,2.2,0.084,31,3.25,0.5,red
8.1,0.87,2.2,0.084,31,3.25,0.5,red
10,0.56,2.2,0.079,58,3.18,0.56,red
10,0.56,2.2,0.079,58,3.18,0.56,red
6,0.5,2.2,0.092,26,3.46,0.47,red
7.1,0.47,2.2,0.067,14,3.4,0.58,red
7.2,0.63,2.2,0.08,88,3.53,0.58,red
6.1,0.56,2.2,0.079,9,3.59,0.54,red
8.6,0.315,2.2,0.079,6,3.27,0.67,red
8.4,0.36,2.2,0.081,79,3.3,0.72,red
8.4,0.36,2.2,0.081,79,3.3,0.72,red
8.4,0.67,2.2,0.093,75,3.2,0.59,red
9.6,0.33,2.2,0.074,25,3.36,0.76,red
8.2,0.31,2.2,0.058,10,3.31,0.68,red
5.6,0.66,2.2,0.087,11,3.71,0.63,red
5.6,0.66,2.2,0.087,11,3.71,0.63,red
7.5,0.43,2.2,0.062,12,3.44,0.72,red
10.5,0.39,2.2,0.075,27,3.06,0.84,red
8.9,0.38,2.2,0.068,28,3.27,0.75,red
6.4,0.795,2.2,0.065,52,3.49,0.52,red
8.9,0.5,2.2,0.088,39,3.33,0.83,red
7.4,0.965,2.2,0.088,32,3.58,0.67,red
8.9,0.5,2.2,0.088,39,3.33,0.83,red
11.1,0.31,2.2,0.06,10,3.02,0.83,red
11.1,0.31,2.2,0.06,10,3.02,0.83,red
9.2,0.31,2.2,0.079,31,3.33,0.86,red
8,0.48,2.2,0.073,25,3.28,0.66,red
6.5,0.58,2.2,0.096,13,3.62,0.62,red
8.3,0.6,2.2,0.118,38,3.15,0.53,red
6.6,0.58,2.2,0.1,63,3.59,0.68,red
8.3,0.6,2.2,0.118,38,3.15,0.53,red
10.2,0.41,2.2,0.11,37,3.16,0.67,red
7.1,0.59,2.2,0.078,44,3.42,0.68,red
6.5,0.61,2.2,0.095,59,3.61,0.7,red
8.1,0.53,2.2,0.078,89,3.26,0.46,red
10.5,0.36,2.2,0.074,23,3.23,0.76,red
10.2,0.23,2.2,0.057,36,3.23,0.49,red
7.1,0.75,2.2,0.059,18,3.39,0.4,red
7.1,0.75,2.2,0.059,18,3.39,0.4,red
6.9,0.41,2.2,0.081,36,3.41,0.75,red
7.5,0.58,2.2,0.077,60,3.28,0.59,red
8.2,0.78,2.2,0.089,26,3.37,0.46,red
9.9,0.44,2.2,0.091,41,3.18,0.69,red
9.1,0.775,2.2,0.079,48,3.18,0.51,red
7.8,0.5,2.2,0.115,42,3.18,0.62,red
6.9,0.54,2.2,0.088,105,3.25,1.18,red
6.7,0.48,2.2,0.08,111,3.1,0.53,red
7,0.6,2.2,0.083,28,3.52,0.62,red
7.2,0.67,2.2,0.068,24,3.42,0.72,red
8.1,0.29,2.2,0.048,53,3.27,1.01,red
10,0.32,2.2,0.077,15,3.2,0.78,red
10,0.32,2.2,0.077,15,3.2,0.78,red
7.7,0.64,2.2,0.077,133,3.27,0.45,red
7.9,0.18,2.2,0.049,67,3.33,0.93,red
7.3,0.67,2.2,0.072,92,3.32,0.68,red
7.3,0.67,2.2,0.072,92,3.32,0.68,red
11.7,0.45,2.2,0.073,23,3.21,0.69,red
5.3,0.47,2.2,0.048,89,3.54,0.88,red
5.3,0.47,2.2,0.048,89,3.54,0.88,red
6.4,0.36,2.2,0.047,48,3.47,0.77,red
6.4,0.79,2.2,0.061,17,3.53,0.65,red
7.4,0.47,2.2,0.114,20,3.32,0.63,red
6.8,0.47,2.2,0.064,38,3.3,0.65,red
7.9,0.29,2.2,0.096,59,3.31,0.67,red
6.6,0.44,2.2,0.063,18,3.42,0.69,red
7,0.55,2.2,0.075,35,3.36,0.59,red
7.4,0.25,2.2,0.054,49,3.4,0.76,red
11.1,0.44,2.2,0.064,19,3.25,0.57,red
7.3,0.735,2.2,0.08,28,3.41,0.6,red
6.6,0.88,2.2,0.066,20,3.53,0.56,red
6.4,0.36,2.2,0.23,35,3.37,0.93,red
6.4,0.38,2.2,0.038,25,3.44,0.65,red
7.3,0.69,2.2,0.069,104,3.33,0.51,red
7.5,0.52,2.2,0.06,20,3.26,0.64,red
5.9,0.55,2.2,0.062,51,3.52,0.76,red
8.5,0.46,2.25,0.078,58,3.33,0.54,red
7.8,0.76,2.3,0.092,54,3.26,0.65,red
7.6,0.39,2.3,0.082,71,3.52,0.65,red
8.5,0.49,2.3,0.084,67,3.17,0.53,red
8.3,0.655,2.3,0.083,113,3.17,0.66,red
7.8,0.59,2.3,0.076,54,3.43,0.59,red
4.7,0.6,2.3,0.058,106,3.85,0.6,red
10.1,0.31,2.3,0.08,46,3.32,0.67,red
5.6,0.5,2.3,0.049,99,3.63,0.63,red
5.6,0.5,2.3,0.049,99,3.63,0.63,red
6.9,0.49,2.3,0.074,30,3.42,0.58,red
7.5,0.52,2.3,0.087,38,3.58,0.61,red
8.2,1,2.3,0.065,37,3.32,0.55,red
8.2,1,2.3,0.065,37,3.32,0.55,red
8.2,0.6,2.3,0.072,73,3.2,0.45,red
7.2,0.65,2.3,0.094,31,3.67,0.8,red
7.8,0.62,2.3,0.079,18,3.29,0.63,red
12.5,0.28,2.3,0.082,29,3.11,1.36,red
6.9,0.765,2.3,0.063,63,3.57,0.78,red
12.7,0.6,2.3,0.063,25,3.03,0.57,red
8.7,0.765,2.3,0.064,42,3.1,0.55,red
6.6,0.84,2.3,0.059,48,3.52,0.56,red
6.6,0.84,2.3,0.059,48,3.52,0.56,red
11.9,0.37,2.3,0.078,24,3,0.65,red
12.3,0.39,2.3,0.091,18,3.16,0.49,red
12.3,0.39,2.3,0.091,18,3.16,0.49,red
8.9,0.59,2.3,0.095,22,3.37,0.58,red
9.2,0.43,2.3,0.083,23,3.35,0.61,red
11.2,0.67,2.3,0.084,13,3.17,0.71,red
8.2,0.39,2.3,0.099,133,3.38,0.99,red
9.9,0.5,2.3,0.103,14,3.34,0.52,red
12.7,0.59,2.3,0.082,22,3,0.7,red
9.6,0.6,2.3,0.079,71,3.5,0.57,red
9.6,0.6,2.3,0.079,71,3.5,0.57,red
11.3,0.37,2.3,0.088,16,3.09,0.8,red
7.6,0.685,2.3,0.111,84,3.21,0.61,red
9.5,0.885,2.3,0.084,145,3.24,0.53,red
9.9,0.54,2.3,0.071,40,3.39,0.62,red
9.5,0.59,2.3,0.071,68,3.46,0.63,red
9.9,0.54,2.3,0.071,40,3.39,0.62,red
9.5,0.59,2.3,0.071,68,3.46,0.63,red
9.9,0.54,2.3,0.071,40,3.39,0.62,red
10,0.73,2.3,0.059,31,3.15,0.57,red
8.6,0.8,2.3,0.084,31,3.4,0.48,red
9.8,0.98,2.3,0.078,152,3.25,0.48,red
8,0.43,2.3,0.075,48,3.34,0.46,red
8,0.43,2.3,0.075,48,3.34,0.46,red
9.5,0.55,2.3,0.387,37,3.17,0.67,red
7.1,0.59,2.3,0.082,94,3.55,0.53,red
7.1,0.59,2.3,0.082,94,3.55,0.53,red
9.5,0.57,2.3,0.082,144,3.27,0.55,red
9.9,0.35,2.3,0.083,61,3.21,0.5,red
9.9,0.35,2.3,0.083,61,3.21,0.5,red
10.1,0.27,2.3,0.065,26,3.17,0.53,red
7.5,0.27,2.3,0.05,8,3.4,0.64,red
7.8,0.57,2.3,0.065,45,3.46,0.74,red
6.8,0.49,2.3,0.071,24,3.41,0.83,red
7.2,0.66,2.3,0.078,86,3.53,0.57,red
7.2,0.66,2.3,0.078,86,3.53,0.57,red
7.1,0.59,2.3,0.08,43,3.42,0.58,red
7.1,0.59,2.3,0.08,43,3.42,0.58,red
9.6,0.41,2.3,0.091,23,3.24,0.56,red
8.6,0.47,2.3,0.055,28,3.18,0.8,red
9.4,0.24,2.3,0.061,73,3.47,0.9,red
8.6,0.47,2.3,0.055,28,3.18,0.8,red
8.8,0.3,2.3,0.06,72,3.39,0.72,red
8.8,0.3,2.3,0.06,72,3.39,0.72,red
9.8,0.5,2.3,0.094,45,3.24,0.6,red
6.4,0.57,2.3,0.12,36,3.47,0.71,red
8.2,0.32,2.3,0.098,9,3.27,0.55,red
8.3,0.33,2.3,0.07,20,3.38,0.77,red
7.3,0.32,2.3,0.066,70,3.43,0.62,red
10.6,0.36,2.3,0.087,20,3.14,0.72,red
8.5,0.32,2.3,0.075,19,3.14,0.71,red
7.6,0.5,2.3,0.086,14,3.32,0.62,red
6.5,0.885,2.3,0.166,12,3.56,0.51,red
6.4,0.885,2.3,0.166,12,3.56,0.51,red
7.9,0.58,2.3,0.076,94,3.21,0.58,red
7.9,0.58,2.3,0.076,94,3.21,0.58,red
7.1,0.6,2.3,0.079,37,3.4,0.61,red
7.1,0.6,2.3,0.079,37,3.4,0.61,red
7.2,0.57,2.3,0.081,36,3.38,0.6,red
7.2,0.57,2.3,0.081,36,3.38,0.6,red
10.4,0.43,2.3,0.068,19,3.1,0.87,red
8,0.715,2.3,0.075,81,3.24,0.54,red
8,0.715,2.3,0.075,81,3.24,0.54,red
7,0.42,2.3,0.071,36,3.39,0.56,red
7.6,0.79,2.3,0.087,68,3.12,0.44,red
7,0.36,2.3,0.086,65,3.4,0.54,red
8.2,0.44,2.3,0.063,28,3.25,0.53,red
7.2,0.62,2.3,0.065,46,3.32,0.51,red
7.2,0.58,2.3,0.077,28,3.35,0.52,red
9.2,0.54,2.3,0.112,38,3.24,0.56,red
5.2,0.49,2.3,0.09,74,3.71,0.62,red
6,0.49,2.3,0.068,33,3.58,0.59,red
6.4,0.42,2.3,0.054,64,3.41,0.68,red
6.8,0.64,2.3,0.075,31,3.36,0.58,red
6.7,1.04,2.3,0.067,32,3.52,0.57,red
6.9,0.74,2.3,0.054,16,3.45,0.63,red
6.6,0.895,2.3,0.068,13,3.53,0.58,red
6.9,0.74,2.3,0.054,16,3.45,0.63,red
7.5,0.38,2.3,0.106,12,3.36,0.55,red
7.5,0.38,2.3,0.106,12,3.36,0.55,red
6.1,0.32,2.3,0.071,58,3.42,0.97,red
6.1,0.32,2.3,0.071,58,3.42,0.97,red
8.4,0.37,2.3,0.063,19,3.17,0.81,red
7.1,0.68,2.3,0.087,26,3.45,0.53,red
7.1,0.67,2.3,0.083,27,3.44,0.54,red
6.3,0.51,2.3,0.076,40,3.42,0.75,red
6.3,0.51,2.3,0.076,40,3.42,0.75,red
7.1,0.715,2.35,0.071,47,3.29,0.45,red
6.9,0.4,2.4,0.085,40,3.43,0.63,red
6.7,0.675,2.4,0.089,82,3.35,0.54,red
7.8,0.6,2.4,0.086,15,3.42,0.6,red
7.3,0.39,2.4,0.074,46,3.41,0.54,red
6.8,0.785,2.4,0.104,30,3.52,0.55,red
8.8,0.61,2.4,0.067,42,3.19,0.59,red
8.8,0.61,2.4,0.067,42,3.19,0.59,red
7.3,0.58,2.4,0.074,55,3.46,0.59,red
7.8,0.735,2.4,0.092,41,3.24,0.71,red
7.8,0.53,2.4,0.08,144,3.3,0.6,red
12.5,0.56,2.4,0.064,27,3.08,0.87,red
8.4,0.715,2.4,0.076,38,3.31,0.64,red
6.9,0.36,2.4,0.098,16,3.41,0.6,red
10.3,0.41,2.4,0.213,14,3.19,0.62,red
10.3,0.43,2.4,0.214,12,3.19,0.63,red
12.2,0.34,2.4,0.066,21,3.12,1.18,red
7.7,0.665,2.4,0.09,19,3.27,0.73,red
6.7,0.75,2.4,0.078,32,3.55,0.61,red
9.4,0.27,2.4,0.074,18,3.2,1.13,red
9.4,0.27,2.4,0.074,18,3.2,1.13,red
